Price,Reviews_per_month,Kelas
-0.01516995228729693,1.7414741093580457,2.0
-0.28440208775726883,0.1887636295068161,1.0
0.1726664212964044,0.07595987669711145,1.0
-0.22805117568215844,-0.49469440222257116,1.0
-0.1278717764375177,0.4077356202550665,2.0
0.7361755420475083,-0.6539467591303896,1.0
0.04744217224060351,-0.6008626401611168,1.0
0.1726664212964044,-0.44161028325329843,1.0
-0.10908813907914759,1.1243712263402494,2.0
-0.08404328926798742,0.639978640745635,2.0
0.4168537069552162,-0.25581586686084357,1.0
0.04744217224060351,-0.348713075057071,1.0
0.22275612091872474,-0.3619841047993892,1.0
0.6109512929917075,0.7527823935553397,2.0
0.016136109976653292,-0.1297410843088207,1.0
0.1726664212964044,-0.6340402145169124,1.0
0.1726664212964044,-0.7203019078419806,1.0
0.8426161537449391,0.3281094418011572,2.0
0.04744217224060351,-0.5610495509341622,1.0
0.1726664212964044,-0.5345074914495257,1.0
-0.01516995228729693,-0.7402084524554579,1.0
0.4231149194080062,-0.2889934412166391,1.0
0.23527854582430482,0.8523151166227262,2.0
-0.11534935153193764,2.5244648641548197,3.0
-0.002647527381716841,0.20203465924913433,2.0
-0.04647601455124715,-0.746843967326617,1.0
-0.1403942013430978,0.3281094418011572,2.0
-0.23431238813494848,-0.614133669903435,1.0
-0.06525965190961729,1.2637170386345904,2.0
-0.14665541379588784,0.3015673823165209,2.0
0.11005429676850395,-0.07002145046838874,1.0
0.11005429676850395,-0.7136663929708215,1.0
-0.07778207681519737,-0.3420775601859119,1.0
-0.12161056398472768,-0.2889934412166391,1.0
-0.1403942013430978,-0.7402084524554579,1.0
-0.16543905115425797,-0.5411430063206849,1.0
0.3542415824273157,0.00296921311436128,1.0
0.1726664212964044,-0.31553550070127545,1.0
-0.1278717764375177,-0.673853303743867,1.0
-0.040214802098457104,-0.07665696533954786,1.0
-0.07778207681519737,0.3281094418011572,2.0
-0.09030450172077746,-0.4349747683821393,1.0
0.6109512929917075,-0.5212364617072076,1.0
0.1601439963908243,-0.7070308780996624,1.0
-0.04647601455124715,0.30820289718768,2.0
0.1726664212964044,-0.746843967326617,1.0
-0.04647601455124715,-0.6473112442592305,1.0
0.8613997911033092,-0.19609623302041168,1.0
0.11005429676850395,0.36128701615695274,2.0
-0.08404328926798742,-0.7335729375842988,1.0
-0.04647601455124715,-0.16955417353577526,1.0
0.4231149194080062,-0.5079654319648894,1.0
0.1726664212964044,-0.18946071814925258,1.0
0.3605027948801057,-0.6672177888727078,1.0
-0.15917783870146793,0.09586642131058877,1.0
-0.06525965190961729,0.016240242856679493,1.0
-0.11534935153193764,-0.4217037386398211,1.0
0.2478009707298849,-0.49469440222257116,1.0
-0.2092675383237883,-0.14964762892229794,1.0
0.13509914657966413,0.8589506314938854,2.0
0.11005429676850395,-0.38852616428402553,1.0
0.04118095978781346,0.6665207002302714,2.0
0.7674816043114586,-0.24918035198968447,1.0
-0.08404328926798742,-0.25581586686084357,1.0
0.5796452307277573,-0.4681523427379348,1.0
0.022397322429443336,0.9651188694324309,2.0
0.04744217224060351,-0.22263829250504805,1.0
-0.058998439456827236,0.7262403340707033,2.0
0.04744217224060351,0.26838980796072537,2.0
0.18518884620198447,1.1442777709537266,2.0
0.07874823450455373,-0.030208361241434105,1.0
0.11005429676850395,-0.4349747683821393,1.0
-0.09030450172077746,0.45418422435318023,2.0
0.32293552016336546,-0.3354420453147528,1.0
-0.01516995228729693,-0.4349747683821393,1.0
2.7773308016570626,0.06932436182595235,1.0
-0.07778207681519737,0.36792253102811184,2.0
0.12257672167408404,-0.08992799508186607,1.0
0.11005429676850395,-0.31553550070127545,1.0
-0.01516995228729693,-0.24254483711852537,1.0
0.04744217224060351,0.1290439956663843,1.0
0.4231149194080062,-0.26245138173200266,1.0
0.04118095978781346,-0.7203019078419806,1.0
0.07874823450455373,-0.7136663929708215,1.0
0.03491974733502342,-0.13637659917997974,1.0
0.39180885714405594,-0.7136663929708215,1.0
0.04744217224060351,-0.4283392535109802,1.0
0.16640520884361434,2.6969882508049565,3.0
-0.021431164740086973,-0.5079654319648894,1.0
0.21023369601314465,0.35465150128579365,2.0
0.07874823450455373,0.6598851853591122,2.0
-0.04647601455124715,0.9319412950766355,2.0
-0.04647601455124715,-0.3354420453147528,1.0
0.04744217224060351,0.182128114635657,1.0
-0.1967451134182082,-0.4548813129956166,1.0
-0.1403942013430978,-0.3951616791551847,1.0
0.116315509221294,-0.5809560955476395,1.0
-0.06525965190961729,0.3148384120588391,2.0
0.23527854582430482,-0.7269374227131397,1.0
-0.16543905115425797,-0.05011490585491142,1.0
0.1601439963908243,-0.4017971940263438,1.0
-0.2092675383237883,1.2106329196653176,2.0
0.23527854582430482,-0.7003953632285033,1.0
0.6172125054444976,-0.3752551345417074,1.0
0.016136109976653292,0.646614155616794,2.0
0.04744217224060351,0.14895054027986163,1.0
-0.2092675383237883,-0.22263829250504805,1.0
0.11005429676850395,-0.6605822740015487,1.0
-0.08404328926798742,2.0400722785602055,3.0
-0.08404328926798742,-0.7003953632285033,1.0
-0.021431164740086973,-0.5212364617072076,1.0
-0.20300632587099826,-0.5411430063206849,1.0
-0.24683481304052857,-0.16955417353577526,1.0
-0.1403942013430978,-0.7070308780996624,1.0
-0.17170026360704801,-0.3354420453147528,1.0
0.04744217224060351,0.39446459051274824,2.0
0.11005429676850395,-0.5013299170937303,1.0
-0.1278717764375177,-0.7335729375842988,1.0
0.21023369601314465,-0.5079654319648894,1.0
0.07874823450455373,-0.28235792634548,1.0
0.21023369601314465,-0.4217037386398211,1.0
0.08500944695734378,-0.10319902482418428,1.0
-0.10282692662635755,-0.6937598483573442,1.0
1.4624761865711535,-0.547778521191844,1.0
1.1368931390260713,-0.6207691847745941,1.0
-0.2656184503988987,-0.4349747683821393,1.0
-0.07778207681519737,-0.7335729375842988,1.0
-0.021431164740086973,-0.4283392535109802,1.0
0.07874823450455373,-0.2027317478915708,1.0
0.6735634175196079,0.1887636295068161,2.0
-0.14665541379588784,-0.6008626401611168,1.0
-0.14665541379588784,2.1396050016275923,3.0
0.009874897523863247,2.205960150339183,3.0
-0.17170026360704801,-0.6274046996457532,1.0
0.23527854582430482,2.0400722785602055,3.0
1.9571119703415667,-0.18282520327809348,1.0
-0.2092675383237883,-0.6473112442592305,1.0
-0.19048390096541815,-0.32217101557243455,1.0
-0.10908813907914759,-0.7335729375842988,1.0
0.3605027948801057,-0.6672177888727078,1.0
-0.23431238813494848,0.9916609289170673,2.0
-0.021431164740086973,-0.07002145046838874,1.0
0.1476215714852442,-0.6406757293880714,1.0
-0.10908813907914759,-0.6473112442592305,1.0
0.23527854582430482,-0.22927380737620714,1.0
0.11005429676850395,-0.15628314379345706,1.0
-0.07778207681519737,-0.7269374227131397,1.0
-0.08404328926798742,-0.25581586686084357,1.0
-0.04647601455124715,-0.5544140360630031,1.0
0.10379308431571391,0.8655861463650444,2.0
0.07874823450455373,1.1973618899229994,2.0
-0.08404328926798742,2.239137724694978,3.0
-0.15291662624867788,1.8476423472965913,2.0
0.016136109976653292,-0.48805888735141206,1.0
